FECHA_CREACION,NUMERO_PQR,descripcion,clasificacion
2023-01-21 09:13:40,MDM-PQR-36460674,saldo deuda,0
2023-01-20 17:24:32,MDM-PQR-36451248,llego,0
2023-02-02 15:43:48,MDM-PQR-36803170,incremento,1
2023-01-24 12:46:51,MDM-PQR-36534564,validar generar inaccion querio continuar comunicar dar confirmacion retirar,1
2022-12-10 10:03:35,MDM-PQR-35606818,volarte jaramilloaclaracion factura incremento,0
2022-12-13 15:53:59,MDM-PQR-35666555,concepto facturar,1
2023-02-24 16:02:39,MDM-PQR-37319221,querer saber llego tanto cara factura,1
2023-02-16 15:13:30,MDM-PQR-37134014,aclaracion factura,0
2023-02-06 17:01:11,MDM-PQR-36902331,dudar factura,1
2023-01-27 10:12:59,MDM-PQR-36621753,doraluz cuadro dirar descripcion factura llego mas,1
2023-02-21 09:21:44,MDM-PQR-37221282,zulu salva galvislorenayahoocom dirar descripcion factura llego mas,1
2023-01-05 08:59:53,MDM-PQR-36112216,seguir,0
2023-01-14 10:40:53,MDM-PQR-36307151,creer error,0
2023-01-31 17:48:37,MDM-PQR-36739597,valido suspension pago registrar pago ventanilla efectivo bocota ah envia planillo reconexion si venir cobrado proximo reconexion pago ajuste favorabilidad,1
2022-12-21 11:17:14,MDM-PQR-35808915,factura llegar pago inmediato,1
2023-02-21 12:17:20,MDM-PQR-37228922,facturacion desear saber llego factura tanto economico,1
2023-02-24 18:56:39,MDM-PQR-37323508,solicitar informacion concepto facturar,0
2023-01-30 08:46:48,MDM-PQR-36682329,solicitar informacion incremento factura,0
2023-01-16 10:23:14,MDM-PQR-36334194,logia t desear plan mas economico,1
2022-12-28 17:18:34,MDM-PQR-35944095,indicar suspendido si aun habia llegar fecha limite pago,1
2022-12-07 10:21:26,MDM-PQR-35559178,factura llegar,1
2022-12-26 16:27:13,MDM-PQR-35892470,informar estar aplicar descuento,1
2023-01-04 16:55:19,MDM-PQR-36098917,informacion factura,0
2023-01-16 10:18:34,MDM-PQR-36334002,fallo visita visita fecha agenda error si aplicar,1
2023-01-10 16:58:36,MDM-PQR-36215663,comgabriel llegar estreno validar facturacion,0
2022-12-05 18:35:37,MDM-PQR-35522820,desear tener copia contrato adquirir,0
2022-12-15 17:28:59,MDM-PQR-35711587,concepto facturar incremento tarifa,0
2023-02-09 16:27:21,MDM-PQR-36985294,factura,1
2023-02-01 16:25:04,MDM-PQR-36768205,querer saber subio ola factura,1
2022-12-06 13:48:52,MDM-PQR-35542585,presentar inconveniente factura solicitar informacion incremento,0
2023-02-04 18:58:57,MDM-PQR-36863872,solicitar saber factura llegar,0
2022-12-19 15:15:58,MDM-PQR-35768310,validar seguir hacer descuento mil factura,0
2023-02-28 13:51:35,MDM-PQR-37392482,ojo n factura registrar pago,1
2023-01-28 10:20:16,MDM-PQR-36651869,cancelo llego facturacion quedar sobrar,1
2023-01-23 11:36:44,MDM-PQR-36499081,llegar factura,0
2023-01-24 15:20:25,MDM-PQR-36540119,incremento tarifa,1
2023-02-24 17:43:53,MDM-PQR-37322054,cancelar winsport sports,0
2023-01-27 15:15:26,MDM-PQR-36635872,,1
2023-02-06 08:45:26,MDM-PQR-36882598,aumento facturacion,1
2023-01-18 16:44:05,MDM-PQR-36401043,validar factura,0
2023-01-30 11:10:14,MDM-PQR-36688682,llego factura llego pensar promocion,0
2022-12-26 21:12:47,MDM-PQR-35898753,informacion factura valido th single m v concepto factura manchar ancho m enir enir m enir enir manchar ancho m enir fe m enir fe,1
2023-01-18 13:35:19,MDM-PQR-36394478,logistico,0
2023-01-03 15:26:28,MDM-PQR-36064442,informacion factura,1
2023-01-20 08:28:38,MDM-PQR-36435014,validar aumento adicional realizar pago pagina generar error diferente,1
2022-12-24 09:21:39,MDM-PQR-35862786,factura llegar anormal normalmente pagar menos adicional llegar fecha pago normal vencer sino acabar,0
2022-12-22 00:22:12,MDM-PQR-35823744,solicitar informacion factura,0
2023-01-26 10:57:02,MDM-PQR-36589208,solicitar validar si ingreso pago suspendido valido saw pago subio ventanilla efectivo escala drivir reconexion,0
2023-02-28 11:07:30,MDM-PQR-37386833,solicitar informacion factura llegar,1
2023-02-16 14:15:46,MDM-PQR-37132176,validar cortado,0
2023-01-21 21:55:18,MDM-PQR-36476352,bocota dirar transversal,0
2023-02-01 22:38:40,MDM-PQR-36778312,traslado apartamento ir pagar hacer traslado,1
2023-01-20 12:33:44,MDM-PQR-36442130,pago facturacion,1
2022-12-20 12:18:32,MDM-PQR-35786831,informacion factura,0
2023-02-13 11:29:35,MDM-PQR-37050968,requerir retirar incremento,1
2023-02-07 17:47:59,MDM-PQR-36933378,concepto facturar,0
2023-02-19 20:27:44,MDM-PQR-37190234,desear saber factura llegar peso adicional normal,0
2023-02-28 09:32:42,MDM-PQR-37383484,incremento facturacion,1
2023-01-21 08:58:20,MDM-PQR-36460254,creado error,0
2023-01-19 08:34:08,MDM-PQR-36410043,envio factura,0
2023-02-22 08:59:19,MDM-PQR-37252201,confirmar plan,1
2023-02-25 10:57:47,MDM-PQR-37331325,indicar momento contratar tenia gratis,0
2022-12-07 12:07:53,MDM-PQR-35562480,yul julytsocom solicitar envie factura,1
2022-12-20 05:27:44,MDM-PQR-35777050,razon factura mas validado caer llamda,0
2023-01-06 07:52:39,MDM-PQR-36141859,solicitar confirmar aumento factura si oferta dar,0
2023-01-11 17:14:16,MDM-PQR-36246725,solicitar informacion factura,0
2023-02-20 20:37:54,MDM-PQR-37215461,informacion factura,1
2023-01-02 19:34:45,MDM-PQR-36040764,caliente averiguar informacion facturacion,0
2023-01-22 10:12:18,MDM-PQR-36479658,,1
2023-01-04 16:03:02,MDM-PQR-36097255,informacion facturacion,0
2023-02-23 22:25:01,MDM-PQR-37301569,validacion factura,0
2023-02-09 09:29:05,MDM-PQR-36970364,solicitar informacion d concepto facturar,1
2023-02-10 13:18:16,MDM-PQR-37006423,querer validar cancelo estir cancelado momento suponer deberio ser cancelado,1
2023-02-02 12:59:36,MDM-PQR-36795533,twitterevelin cereal banir solicitar envio factura,1
2022-12-21 15:51:17,MDM-PQR-35816610,llamado informacion factura,0
2023-02-18 15:02:16,MDM-PQR-37177056,reclamar cobro reconexion asesoramiento penalizar ajuste suspendido evidenciar justifique ajuste justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste incorrecto,0
2023-02-04 11:43:18,MDM-PQR-36854642,validar contrato terminar,0
2022-12-06 11:17:11,MDM-PQR-35537427,factura aumentar,1
2023-01-31 00:12:44,MDM-PQR-36714960,dirar descripcion habiar dar descuento retencion llego factura mas descuento dejar factura retencion dejar plan enojo informacion habiar dar correcto,0
2023-02-07 13:14:07,MDM-PQR-36923904,querer saber concepto factura,1
2023-01-19 17:18:18,MDM-PQR-36428356,requerir informacion compensacion factura fallo reportado,1
2023-01-03 15:32:59,MDM-PQR-36064687,solicitar informacion factura ver reflejado incremento desear interponer queja ajuste facturacion,0
2023-01-11 11:40:01,MDM-PQR-36233542,solicitar informacion factura,0
2023-02-08 13:41:16,MDM-PQR-36952609,desear informacion concepto facturar,1
2023-02-10 14:56:48,MDM-PQR-37009448,entender retirado pago,0
2023-02-11 10:02:35,MDM-PQR-37022184,solicitar saber incremento factura,0
2023-01-30 14:34:01,MDM-PQR-36698432,informar factura llego descuento,0
2022-12-29 12:14:48,MDM-PQR-35960924,solicitar informacion factura saber respuesta,0
2023-02-28 13:24:21,MDM-PQR-37391582,validar plan,0
2022-12-05 17:56:20,MDM-PQR-35521877,sabio prueba facturacion,1
2022-12-06 14:10:28,MDM-PQR-35543272,debido factura llegar,1
2023-01-20 09:52:15,MDM-PQR-36437436,solicitar modificacion fecha pago factura comunicado mediante mensaje texto factura facturacion serio extendido fecha pago semana,0
2023-01-26 11:45:19,MDM-PQR-36591123,asesoramiento conecta cerrar ciclo,0
2022-12-26 18:00:06,MDM-PQR-35895096,factura llego mil peso mas notifico pagar plan actual meter,1
2023-01-30 12:31:30,MDM-PQR-36692891,aclaracion factura,0
2022-12-19 08:56:12,MDM-PQR-35756245,validar concepto facturar,0
2023-02-20 11:43:22,MDM-PQR-37200563,verificar factura aumento,0
2022-12-27 14:04:20,MDM-PQR-35913037,validar factura llego,0
2023-02-13 15:33:26,MDM-PQR-37060077,seguimiento caso factura bajo factura,0
2023-02-15 12:19:48,MDM-PQR-37104126,aumento factura ley dejar,1
2022-12-02 18:39:01,MDM-PQR-35471350,oferta descuento si llego normal igual pasado,0
2022-12-26 13:36:27,MDM-PQR-35886499,reporto estar llegar factura,0
2023-02-09 17:32:15,MDM-PQR-36987275,desear saber aparecer pago realacer,0
2022-12-19 10:23:41,MDM-PQR-35758825,llego factura tanto alto,0
2023-01-03 13:03:15,MDM-PQR-36059290,notifico solucionar llego factura indicar ajustar durar,0
2023-01-20 14:09:46,MDM-PQR-36445096,confirmar aumento factura,0
2023-02-01 15:28:55,MDM-PQR-36765984,requerir cobre monto reconexion nunca saber habia generado factura habia indicado llamado venta notificar manera fisico factura embargo notifico electronico ir pagar monto reconexion si necesario pasar instancia incumplimiento desear embargo clausular vigente,1
2023-02-27 16:17:46,MDM-PQR-37371119,desear validar concepto facturar,1
2023-01-18 10:57:43,MDM-PQR-36388691,aumento factura,1
2023-02-28 14:15:58,MDM-PQR-37393313,solicitar ajuste fallo,0
2023-02-24 13:18:42,MDM-PQR-37313881,detalle facturacion,1
2023-01-11 12:37:01,MDM-PQR-36236196,saber tanto factura,1
2022-12-26 13:22:59,MDM-PQR-35886010,poder realizar pago factura informar ajustado pagar brindar mas,0
2023-02-16 09:04:01,MDM-PQR-37121659,plan,1
2023-02-06 19:55:17,MDM-PQR-36906887,hacer suspension voluntario embargo cobrar informar cobrar mad,0
2023-02-09 15:18:22,MDM-PQR-36982927,solicitar confirmar si registrar pago hacer viernes hora,1
2023-01-12 12:22:13,MDM-PQR-36263773,solicitar solicitar correr facturacion pues tarde acabar solucionar,1
2023-01-25 15:55:21,MDM-PQR-36569597,dirar d vivo concepto facturar,0
2022-12-09 09:50:28,MDM-PQR-35584701,querer saber pr incrementir ela factura,0
2023-02-01 18:51:11,MDM-PQR-36773003,facturacion llego,0
2022-12-15 13:53:59,MDM-PQR-35706386,direction l,0
2023-02-27 09:25:18,MDM-PQR-37355002,suave ivretbcomco be,1
2023-02-28 08:13:10,MDM-PQR-37381134,autorizado acerca manifestar generado pago aun act,1
2023-02-04 12:39:08,MDM-PQR-36856195,solicitar compensacion cobro directv flex aprovisionado movil,0
2022-12-16 14:38:39,MDM-PQR-35726813,factura conn mas,1
2023-01-09 10:22:03,MDM-PQR-36186172,solicitar informacion querer saber si factura pendiente,1
2022-12-06 17:39:15,MDM-PQR-35549776,senor desear hacer respect validacion correspondiente proceso verificacion facturacion llego incremento ley,0
2022-12-07 15:03:45,MDM-PQR-35567011,duplico registro,1
2023-02-09 12:05:41,MDM-PQR-36976312,telefonico funcionar,0
2022-12-26 11:30:39,MDM-PQR-35881398,nombremaria uenhogar miny tipo segmento uenmipy dc segmentonegocio dirar categoriaoro indicar desear validar factura llego,0
2023-02-20 11:43:38,MDM-PQR-37200576,llego factura,1
2023-01-16 10:45:05,MDM-PQR-36335051,solicitar reconexion embargo pago aun ver reflejado,0
2022-12-20 21:17:07,MDM-PQR-35800866,alivio patio d be observacion indicar llamado movil teniar costo adicional,1
2023-01-18 16:09:52,MDM-PQR-36399888,hacer instalar llego factura superar acordado,1
2022-12-09 12:55:44,MDM-PQR-35591157,informar aplicar beneficio retirar incremento ley genero despues fecha corte,1
2023-02-02 11:40:41,MDM-PQR-36791906,llego recibo demasiado costoso agradecer tiempo validado respecto factura estar generar cobro siguiente concepto plan basico banda ancho enir fe tambien cobro reconexion asi mismo recargo ultimo asi mismo devolucion cobro plan pago factura,1
2022-12-13 17:01:19,MDM-PQR-35668568,solicitud qmeodrecuwron mismo aun completado tresespor elevador factura llego po pago pasado necesitar favor mear factura realmente corresponder,1
2023-01-02 15:09:54,MDM-PQR-36032794,error,1
2022-12-02 10:42:49,MDM-PQR-35457724,desear saber factura brindar informacion retirar incremento ley,1
2023-02-20 09:14:43,MDM-PQR-37194942,error presentado aplicar factura beneficio retencion descuento observacion solicitar sincronizacion beneficio realizado ajuste factura mismo causal conecta gustar ninero,0
2023-01-24 09:19:46,MDM-PQR-36525975,dese ajuste decir ofrecer mensual aparte tenia conocimiento paramount asesorar ofrecio podia quedar pagar,1
2022-12-21 07:38:29,MDM-PQR-35803028,concepto suspendido pago,0
2023-02-22 14:42:50,MDM-PQR-37266367,primero pagario factura llegar ahora mas elevado,1
2023-02-13 15:53:05,MDM-PQR-37060776,solicitar informacion factura llego elevado,1
2023-01-26 12:33:16,MDM-PQR-36592908,validar nuevamente hacer,1
2023-01-13 11:27:28,MDM-PQR-36286728,informar cobrar factura cobrar,0
2023-01-03 12:53:44,MDM-PQR-36058908,saldo pendiente,1
2023-01-18 09:50:53,MDM-PQR-36386440,solicitar informacion tramitar solicitar informacion factura,1
2023-01-05 14:45:13,MDM-PQR-36127286,retencion inferior quie llego factura llamar preguntar costo facturacion,1
2023-02-24 15:23:10,MDM-PQR-37317876,concepto facturar,1
2022-12-12 12:35:57,MDM-PQR-35636144,momento cancelar pago factura indicar realizar pago,1
2023-02-08 08:05:49,MDM-PQR-36940774,aparecer suspendido reconectar automaticamente hora despues realizado pago,0
2023-01-20 15:43:12,MDM-PQR-36448122,notifico solcito retirar directv llego cobro habiar indicado llegar cobro,0
2023-02-26 11:08:51,MDM-PQR-37344626,informar aparecer mensaje pagado factura,0
2023-02-07 09:05:15,MDM-PQR-36914417,ajuste factura,1
2023-02-04 08:38:00,MDM-PQR-36849631,livian delgaditir ver reflejado costo indicar contratar,0
2022-12-05 11:12:41,MDM-PQR-35507461,concepto facturar pertenecer single m hoy v fecha ejecucion descripcion neto incremento neto incremento tarifa paquetir incremento tarifa paquetir incremento detalle am incremento,0
2023-02-06 07:37:49,MDM-PQR-36880880,jaulo mail dejar teller querer retirar agregado direct tv go,1
2023-02-13 15:30:24,MDM-PQR-37059941,indicar quedar llegar factura,0
2023-02-04 15:43:20,MDM-PQR-36860408,wh dudar facturacion,1
2023-01-25 14:10:54,MDM-PQR-36565359,querer ayudar factura llegar cara,0
2023-02-22 08:44:17,MDM-PQR-37251576,jai estar generar correo,0
2023-01-25 13:37:50,MDM-PQR-36564024,car validar factura,0
2023-01-12 14:36:23,MDM-PQR-36268130,informacion factura,1
2023-02-22 14:58:30,MDM-PQR-37266935,solicitar ajuste factura solicitar sva bomar asesoramiento cerrar caso evidenciar adicional retirado sva bomar retirado diar justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2023-02-28 10:26:45,MDM-PQR-37385389,solicitar informacion factura,0
2022-12-01 21:04:26,MDM-PQR-35449490,plan,1
2023-02-06 12:33:35,MDM-PQR-36892059,solicitar informacion respecto concepto facturar factura correctamente registrado venir realizar pago,1
2022-12-31 11:02:42,MDM-PQR-36000708,tenia extensor gratis llegar indicar costo realacer plan,1
2022-12-01 13:57:39,MDM-PQR-35438637,plan fracturar valido incremento pc generar desear quedar informacion ver reflejado fecha d corte,1
2023-02-28 11:03:02,MDM-PQR-37386646,informar realacer traslado hacer tiempo factura seguir llegar dirar anterior d factura tambien aparecer mismo desear actualizacion actual,0
2023-01-05 15:18:50,MDM-PQR-36128465,rodrigu enviar factura despues desvincular tarjeta pago,0
2023-02-22 10:30:52,MDM-PQR-37256074,n bajar espito solicitado informacion factura periodo,1
2023-02-13 10:42:32,MDM-PQR-37049178,querer informacion concepto facturar,1
2022-12-28 15:57:57,MDM-PQR-35941791,gustar j d observacion solicitar informacion fact,1
2023-01-31 16:34:46,MDM-PQR-36736908,solicitar validar concepto facturar realacer plan llego costoso,1
2022-12-27 15:21:07,MDM-PQR-35915298,desear verificar factura aumento peso,0
2023-01-29 11:36:44,MDM-PQR-36669566,concepto facturacion,1
2023-01-26 10:54:55,MDM-PQR-36589109,requerir informacion factura plan,1
2023-02-09 11:06:23,MDM-PQR-36974015,romano hacer l solicitar factura realizar pago,0
2023-01-30 12:54:58,MDM-PQR-36694097,leonorar factura cobrar,0
2023-01-18 10:18:36,MDM-PQR-36387354,arreglo cableado,0
2023-01-02 14:58:42,MDM-PQR-36032425,indicar fac incrementado saber,0
2023-01-12 09:36:26,MDM-PQR-36257787,perdono dirar descripcion pendiente factura ir pagar aparecer ningun saldo pendiente decir dificil realizar pago medio fisico,1
2022-12-17 09:12:17,MDM-PQR-35736587,solicitar ciclo,0
2023-02-02 13:53:33,MDM-PQR-36798153,informacion facturacion,1
2023-02-22 08:39:02,MDM-PQR-37251418,solicitar ajuste factura bajo ofrecio oferta retencion basica permanente bajo asesoramiento cerrar caso poner evidenciar retirar sva paramount sva bomar evidenciar facturacion correcto bajo oferta basica justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2023-01-04 22:44:05,MDM-PQR-36106379,llego factura pago llego incremento,0
2022-12-30 09:19:00,MDM-PQR-35979549,migracion cambiar nro estar llegar cobro revisar desear confirmar si estar acto ambos cancela mas antiguo senoro gritar,0
2023-02-28 12:30:00,MDM-PQR-37389747,solicitar confirmar pagar vario,0
2023-01-02 14:16:30,MDM-PQR-36030922,querer validar mantener finalizado confirmar plan manejar,0
2023-02-10 09:12:53,MDM-PQR-36995921,llego factura querer validar factura ver llego tanto costoso,0
2022-12-23 07:45:34,MDM-PQR-35844641,solicitud traslado recoger comenzar proceso,0
2023-02-28 11:33:52,MDM-PQR-37387762,querer saber poder pagar factura,1
2023-01-18 18:02:36,MDM-PQR-36403206,salido carajo solicitar informacion incremento factura,1
2023-02-05 10:21:34,MDM-PQR-36869521,pidio ampliacion,0
2022-12-20 08:18:50,MDM-PQR-35778759,envio factura,1
2022-12-12 11:49:19,MDM-PQR-35634497,nombre telefono fijo sdigitalesetbcomco dirar desear saber detalle plan,1
2022-12-31 07:16:31,MDM-PQR-35997623,solicitar informacion factura,0
2022-12-29 13:29:35,MDM-PQR-35963155,variacion factura,0
2023-01-23 18:16:47,MDM-PQR-36515203,querer saber llego cara factura,1
2023-02-17 13:46:00,MDM-PQR-37154877,facturacion llegar,0
2023-02-20 09:56:53,MDM-PQR-37196557,solicitar cancelacion directv bajo ingreso asesoramiento caso cerrar ciclo directv inactivo justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2023-01-17 19:44:03,MDM-PQR-36379603,desear validar llegar factura si cancelo,0
2023-01-14 13:22:34,MDM-PQR-36311109,diar llego mensaje,0
2023-02-07 22:19:34,MDM-PQR-36938513,rodrigu telefono dirar descripcion llego factura mas,0
2023-01-13 10:40:26,MDM-PQR-36284998,realacer plan aumento disminucion fecha factura llegar mas elevado,1
2023-01-23 20:44:22,MDM-PQR-36519010,querer saber llegar tanto cara factura,1
2023-02-20 14:01:03,MDM-PQR-37205431,aides sargento suspension,0
2023-01-19 08:08:44,MDM-PQR-36409460,solicitar validacion concepto facturar,1
2023-01-24 16:09:01,MDM-PQR-36541748,ingrese nto factura,1
2022-12-06 15:09:02,MDM-PQR-35545259,lama saber deber incremento factura,1
2023-01-05 14:07:11,MDM-PQR-36125939,nombrenelson dirar aumento factura factura,0
2022-12-07 10:58:58,MDM-PQR-35560359,facturacion,1
2023-01-23 11:37:10,MDM-PQR-36499102,concepto facturabl factura pendiente,1
2023-01-02 14:28:23,MDM-PQR-36031342,validar duir m hoy v,1
2023-01-27 12:49:15,MDM-PQR-36629746,llego tanto cara factura,0
2023-02-11 09:18:21,MDM-PQR-37021083,incremento,1
2023-01-16 13:31:05,MDM-PQR-36341370,llegar factura mas,0
2022-12-20 14:15:19,MDM-PQR-35790473,factura aumentar,1
2023-02-02 13:06:30,MDM-PQR-36795863,solicitar validar concepto facturar,1
2023-02-28 11:32:39,MDM-PQR-37387718,necesitar ajuste pago factura pues hacer pago seguir cobrar d,0
2023-02-01 09:30:15,MDM-PQR-36751353,confirmar aumento factura,1
2023-01-31 16:20:35,MDM-PQR-36736319,indicar problema facturacion,1
2023-01-23 16:14:51,MDM-PQR-36510878,concepto facturar,1
2023-02-06 12:16:43,MDM-PQR-36891337,cancelar directv,0
2023-01-20 10:10:15,MDM-PQR-36438030,saber incremento factura hacer saber,1
2023-02-02 19:19:55,MDM-PQR-36811614,confirmar aumento factura,1
2023-02-04 10:23:15,MDM-PQR-36852295,facturacion,0
2022-12-28 20:13:26,MDM-PQR-35947464,informacion factura,0
2023-01-25 14:01:02,MDM-PQR-36564964,elly hacer validacion factura,1
2022-12-20 10:47:41,MDM-PQR-35783366,validar promocion cumplir plan actual duir m v directv basico promocion descuento prorrateo,0
2023-01-03 13:26:48,MDM-PQR-36060168,informacion factura duplicado,0
2022-12-02 15:05:01,MDM-PQR-35466638,valer factura,0
2023-01-26 13:42:49,MDM-PQR-36596460,factura,1
2023-02-27 22:29:48,MDM-PQR-37379132,hacer varios tiempo solicitar cancelacion seguir llegar facturacion decir llamar retomar repetidor senal,0
2023-01-18 14:17:45,MDM-PQR-36395866,dudar descuento automatico,0
2022-12-13 18:14:51,MDM-PQR-35670166,desear informacion concepto facturar,0
2022-12-06 20:12:34,MDM-PQR-35552765,validar plan retirar sva solicitado,0
2022-12-17 17:12:35,MDM-PQR-35745243,llego factura informar corresponder factura,1
2023-01-28 13:14:59,MDM-PQR-36657306,solicitar ajuste factura costo,0
2022-12-14 14:27:56,MDM-PQR-35686237,estar cobrar winsport sports,0
2023-01-17 05:04:36,MDM-PQR-36356719,factura,0
2023-01-20 08:43:39,MDM-PQR-36435365,contrato precio factura estar cobrar mas factura,0
2023-01-27 08:26:34,MDM-PQR-36617494,factura incremento,1
2022-12-06 16:09:40,MDM-PQR-35547176,verificar,1
2022-12-12 11:57:04,MDM-PQR-35634754,,0
2022-12-01 15:45:02,MDM-PQR-35441855,querer saber llego tanto cara factura,1
2023-02-14 11:30:05,MDM-PQR-37078336,papel informacion ip,0
2022-12-16 13:10:28,MDM-PQR-35724830,concepto facturabl,0
2023-02-13 15:38:45,MDM-PQR-37060275,cobrar normal,0
2023-01-02 09:42:36,MDM-PQR-36019486,incremento factura,1
2022-12-30 12:22:34,MDM-PQR-35985546,cinco dirar discrecion factura llego mas aparecer estrato factura,1
2022-12-27 11:41:18,MDM-PQR-35908501,desear retirar debitir automatico cobro,0
2023-02-08 19:23:45,MDM-PQR-36963110,concepto facturabl factura,0
2023-02-10 13:25:51,MDM-PQR-37006716,solicitar ajuste,1
2022-12-01 12:01:42,MDM-PQR-35434439,solicitar cancelar factura llegar,1
2022-12-19 14:17:55,MDM-PQR-35766579,desear saber factura brindar informacion,1
2022-12-10 09:57:53,MDM-PQR-35606706,whastapp concepto facturar,0
2022-12-21 08:12:18,MDM-PQR-35803481,envio ultimo factura,0
2023-02-07 17:58:40,MDM-PQR-36933666,already suspension pago,0
2023-02-02 15:46:27,MDM-PQR-36803284,informacion aumento factura,1
2022-12-15 13:34:13,MDM-PQR-35705907,fecha hora nomblui granito dirar informacion asesor nubiano desear informacion factura,0
2023-02-11 10:03:53,MDM-PQR-37022209,informar factura mas,0
2023-02-01 14:58:12,MDM-PQR-36764672,informandonir diar ayer comunico suspender directv inmediatamente,1
2023-01-02 14:49:55,MDM-PQR-36032095,manifestar hacer disminuir facturacion ahora recibir facturacion adicional,1
2023-01-10 10:14:18,MDM-PQR-36200512,indicar desear saber si llegar factura hacer proceso cancelacion,1
2022-12-21 22:26:43,MDM-PQR-35823208,informacion factura,0
2022-12-04 12:35:07,MDM-PQR-35494118,estar cobrar adicional adema television factura llego mas,1
2023-01-14 10:22:37,MDM-PQR-36306626,acuerdo pago,1
2023-02-07 02:21:29,MDM-PQR-36910452,concepto facturar,1
2023-02-12 10:58:28,MDM-PQR-37036893,facturacion,1
2023-01-07 07:47:20,MDM-PQR-36163597,desear factura retirar paramount,0
2023-01-31 22:17:32,MDM-PQR-36745211,solicitar envio ultimo factura nunca llegar poder pasar,0
2023-02-25 14:08:35,MDM-PQR-37335944,confirmar aumento factura,1
2023-01-10 17:13:38,MDM-PQR-36216234,realizar ajuste exonerar cobro clausular podia garantizar traslado bajo mismo venio manejar bajo respuesta,0
2023-01-24 15:50:52,MDM-PQR-36541124,duplicado factura,0
2023-02-15 08:28:27,MDM-PQR-37097109,facturacion mas duir m hoy v uo m hoy v promocion descuento prorrateo promocion descuento prorrateo am,0
2023-02-14 18:43:36,MDM-PQR-37091827,llegar mensaje cobro,0
2023-02-08 10:21:29,MDM-PQR-36945220,suspendido pago,0
2022-12-02 14:08:01,MDM-PQR-35464939,facturacion incremento ley generar,0
2023-01-30 10:10:56,MDM-PQR-36685877,cobrar repetidor wifi,0
2023-01-25 16:34:01,MDM-PQR-36571066,suspendido pago diar ayer,0
2022-12-29 06:39:19,MDM-PQR-35951551,informacion facturacion,0
2023-02-24 16:42:30,MDM-PQR-37320473,genero factura pasado pago valido sumar,1
2022-12-03 16:18:11,MDM-PQR-35486562,solicitar informacion incremento factura parecer halla subido ahora,0
2023-01-28 12:21:21,MDM-PQR-36655808,solicitar ajuste factura,0
2022-12-19 11:26:34,MDM-PQR-35761038,llamar incremento tarifario,0
2023-01-16 10:23:13,MDM-PQR-36334193,requerir ajuste fallo,0
2023-01-21 12:36:46,MDM-PQR-36467027,instalar descuento llego factura pagar menos tim ofrecido,0
2023-02-09 15:57:40,MDM-PQR-36984253,querer validar si factura pasado hacer pago,0
2022-12-31 07:15:22,MDM-PQR-35997619,solicitud factura,1
2023-02-01 13:52:19,MDM-PQR-36762071,desear informacion facturacion,0
2022-12-20 11:18:10,MDM-PQR-35784519,fecha hora nom costa dirar informacion asesor nubiano desear informacion factura poder pagar,1
2023-01-22 13:17:28,MDM-PQR-36482339,validar informacion promocion aplicar,0
2022-12-26 14:02:42,MDM-PQR-35887409,liebanocliente solicitar validar concepto facturar,1
2023-01-05 12:40:02,MDM-PQR-36121936,informar decir cancelo winsport l estar cobrar factura llego,0
2023-01-26 09:40:15,MDM-PQR-36585968,reflejar incremento facturacion,1
2023-01-04 08:22:12,MDM-PQR-36079063,fecha hora nombricardo peinar dirar car informacion asesor nubiano desear informacion factura,0
2023-01-16 17:39:30,MDM-PQR-36349642,hacer traslado generar repetidor factura generar peso factura menor,0
2023-01-20 16:45:12,MDM-PQR-36450063,generar ajuste par tomar,0
2022-12-28 19:22:15,MDM-PQR-35946624,factura,0
2023-02-25 08:41:24,MDM-PQR-37327898,solicitar informacion tarifa,0
2023-01-12 10:03:29,MDM-PQR-36258638,requerir informacion concepto facturar periodo,1
2023-01-27 12:26:34,MDM-PQR-36628727,envio factura,0
2023-02-07 09:46:58,MDM-PQR-36915823,solicitar informacion factura,1
2022-12-01 12:01:51,MDM-PQR-35434443,verificar si facturacion cobrar hbo algun adicional facturacion dar todo informacion requerido,1
2023-01-25 20:17:33,MDM-PQR-36577753,llego cobro factura querer informacion concepto facturacion valido dar informacion paquetir voz enir fe consumo fijo movil plan largo distancia informar estar generar llamado largo distancia,1
2022-12-19 16:45:21,MDM-PQR-35770941,incremento peso mas,0
2023-02-02 18:45:12,MDM-PQR-36810461,hacer llame cancelar sevicio,1
2022-12-20 11:30:16,MDM-PQR-35784916,consulta aumento factura,0
2022-12-30 10:57:56,MDM-PQR-35982816,informacion factura,0
2022-12-21 08:42:15,MDM-PQR-35804160,llamar decir tendria incremento rededor,0
2022-12-30 21:06:25,MDM-PQR-35995787,validar cosa operar cosa funcionar intentar ingresar directo permitir igualmente facturacion llego diferente,0
2023-02-10 09:22:33,MDM-PQR-36996242,informar deber pagar factura ex,1
2023-02-06 16:50:58,MDM-PQR-36901901,solicitar informacion factura informacion suspendido pago factura paquetir voz dic dic recargo entrega factura pago,0
2023-02-03 17:38:35,MDM-PQR-36840846,bantha solicitar informacion factura,1
